[INFO ] [2022-10-02 18:26:35,671] Click to Register on the header
[2022-10-15 18:01:06,501] Click on Search button
[2022-10-15 18:01:06,948] Verify that only one products are displayed
[2022-10-15 18:03:00,960] Click to Register on the header
[2022-10-15 18:03:02,244] Select gender in checkbox
[2022-10-15 18:03:02,550] Input valid value into Firstname text box with: Jaime
[2022-10-15 18:03:02,620] Input valid value into Lastname text box with: Russel
[2022-10-15 18:03:02,670] Select Date of birthday
[2022-10-15 18:03:02,986] Select Month of birthday
[2022-10-15 18:03:03,257] Select Year of birthday
[2022-10-15 18:03:03,542] Input valid email to email text box with: augustus.gorczany@gmail.com
[2022-10-15 18:03:03,603] Input valid value into password text box with: 0q6tlib7
[2022-10-15 18:03:03,651] Input valid value into confirm password text box with: 0q6tlib7
[2022-10-15 18:03:03,705] Click to Register button
[2022-10-15 18:03:04,719] Click on Continue button to return to homepage
[2022-10-15 18:03:05,855] Click on Search button at footer
[2022-10-15 18:03:06,747] Click on Search button
[2022-10-15 18:03:07,238] Verify the warning message when search is empty
[2022-10-15 18:03:07,437] Input to search keyword text box
[2022-10-15 18:03:07,512] Click on Search button
[2022-10-15 18:03:08,015] Verify the no-result message when search has no result
[2022-10-15 18:03:08,070] Input to search keyword text box
[2022-10-15 18:03:08,125] Click on Search button
[2022-10-15 18:03:08,850] Verify that 2 products are displayed
[2022-10-15 18:03:08,859] Verify that lenovo 1 products are displayed
[2022-10-15 18:03:08,877] Verify that lenovo 2 products are displayed
[2022-10-15 18:03:08,895] Input to search keyword text box
[2022-10-15 18:03:08,954] Click on Search button
[2022-10-15 18:03:09,535] Verify that 2 products are displayed
[2022-10-15 18:03:09,542] Verify that only one lenovo products are displayed
[2022-10-15 18:03:09,568] Input to search keyword text box
[2022-10-15 18:03:09,630] Check to Advanced search
[2022-10-15 18:03:09,870] Select Computers at Category dropdown
[2022-10-15 18:03:10,126] Click on Search button
[2022-10-15 18:03:10,667] Verify the no-result message when search has no result
[2022-10-15 18:03:10,715] Input to search keyword text box
[2022-10-15 18:03:10,778] Check to Advanced search
[2022-10-15 18:03:10,805] Select Computers at Category dropdown
[2022-10-15 18:03:10,874] Check to Automatically search sub categories
[2022-10-15 18:03:11,122] Click on Search button
[2022-10-15 18:03:11,715] Verify that only 1 product are displayed
[2022-10-15 18:03:11,725] Verify that only one products are displayed
[2022-10-15 18:03:11,752] Input to search keyword text box
[2022-10-15 18:03:11,820] Check to Advanced search
[2022-10-15 18:03:11,850] Select Computers at Category dropdown
[2022-10-15 18:03:11,915] Check to Automatically search sub categories
[2022-10-15 18:03:11,938] Select HP at Manufacturer
[2022-10-15 18:03:12,197] Click on Search button
[2022-10-15 18:03:12,652] Verify the no-result message when search has no result
[2022-10-15 18:03:12,722] Input to search keyword text box
[2022-10-15 18:03:12,773] Check to Advanced search
[2022-10-15 18:03:12,795] Select Computers at Category dropdown
[2022-10-15 18:03:12,833] Check to Automatically search sub categories
[2022-10-15 18:03:12,858] Select Apple at Manufacturer
[2022-10-15 18:03:13,125] Click on Search button
[2022-10-15 18:03:13,637] Verify that only one products are displayed
[2022-10-15 18:52:12,630] Click to Register on the header
[2022-10-15 18:53:48,269] Click to login on the header
[2022-10-15 18:56:43,499] Click to login on the header
[2022-10-15 18:56:45,148] Input valid email to Email text box with: null
[2022-10-15 18:56:45,360] Input to password text box
[2022-10-15 18:56:45,546] Navigate to Dashboard Page
[2022-10-15 18:56:47,152] Hover to Computers
[2022-10-15 18:56:47,367] Click to Notebook to navigate to the page
[2022-10-15 18:56:48,349] Select sort A to Z
[2022-10-15 18:56:48,539] Verify products are sorted from A to Z
[2022-10-15 18:59:51,151] Click to login on the header
[2022-10-15 18:59:52,825] Input valid email to Email text box with: null
[2022-10-15 18:59:53,040] Input to password text box
[2022-10-15 18:59:53,200] Navigate to Dashboard Page
[2022-10-15 18:59:55,130] Hover to Computers
[2022-10-15 18:59:55,349] Click to Notebook to navigate to the page
[2022-10-15 18:59:55,963] Select sort A to Z
[2022-10-15 18:59:56,139] Verify products are sorted from A to Z
[2022-10-15 19:04:30,807] Click to login on the header
[2022-10-15 19:04:32,323] Input valid email to Email text box with: null
[2022-10-15 19:04:32,548] Input to password text box
[2022-10-15 19:04:32,702] Navigate to Dashboard Page
[2022-10-15 19:04:34,495] Hover to Computers
[2022-10-15 19:04:34,693] Click to Notebook to navigate to the page
[2022-10-15 19:04:35,327] Select sort A to Z
[2022-10-15 19:04:35,495] Verify products are sorted from A to Z
[2022-10-15 19:04:35,760] Select sort A to Z
[2022-10-15 19:04:35,882] Verify products are sorted from Z to A
[2022-10-15 19:09:41,433] Click to login on the header
[2022-10-15 19:09:43,047] Input valid email to Email text box with: null
[2022-10-15 19:09:43,253] Input to password text box
[2022-10-15 19:09:43,423] Navigate to Dashboard Page
[2022-10-15 19:09:45,266] Hover to Computers
[2022-10-15 19:09:45,455] Click to Notebook to navigate to the page
[2022-10-15 19:09:46,921] Select sort A to Z
[2022-10-15 19:09:47,079] Verify products are sorted from A to Z
[2022-10-15 19:09:47,312] Select sort A to Z
[2022-10-15 19:09:47,435] Verify products are sorted from Z to A
[2022-10-15 22:24:06,397] Click to login on the header
[2022-10-15 22:24:08,354] Input valid email to Email text box with: null
[2022-10-15 22:24:08,556] Input to password text box
[2022-10-15 22:24:08,717] Navigate to Dashboard Page
[2022-10-15 22:24:10,575] Hover to Computers
[2022-10-15 22:24:10,769] Click to Notebook to navigate to the page
[2022-10-15 22:24:11,824] Select sort A to Z
[2022-10-15 22:24:11,995] Verify products are sorted from A to Z
[2022-10-15 22:24:12,238] Select sort A to Z
[2022-10-15 22:24:12,357] Verify products are sorted from Z to A
[2022-10-15 22:24:13,249] Select sort A to Z
[2022-10-15 22:24:13,338] Verify products are sorted from Z to A
[2022-10-15 22:25:34,404] Click to login on the header
[2022-10-15 22:25:36,038] Input valid email to Email text box with: null
[2022-10-15 22:25:36,253] Input to password text box
[2022-10-15 22:25:36,444] Navigate to Dashboard Page
[2022-10-15 22:25:38,235] Hover to Computers
[2022-10-15 22:25:38,449] Click to Notebook to navigate to the page
[2022-10-15 22:25:39,524] Select sort A to Z
[2022-10-15 22:25:39,703] Verify products are sorted from A to Z
[2022-10-15 22:25:39,974] Select sort A to Z
[2022-10-15 22:25:40,067] Verify products are sorted from Z to A
[2022-10-15 22:30:58,607] Click to login on the header
[2022-10-15 22:31:00,124] Input valid email to Email text box with: null
[2022-10-15 22:31:00,331] Input to password text box
[2022-10-15 22:31:00,491] Navigate to Dashboard Page
[2022-10-15 22:31:02,269] Hover to Computers
[2022-10-15 22:31:02,482] Click to Notebook to navigate to the page
[2022-10-15 22:31:03,650] Select sort A to Z
[2022-10-15 22:31:03,818] Verify products are sorted from A to Z
[2022-10-15 22:31:04,070] Select sort A to Z
[2022-10-15 22:31:04,181] VVerify products price are sorted from low to high
[2022-10-15 22:42:24,226] Click to login on the header
[2022-10-15 22:42:29,147] Input valid email to Email text box with: null
[2022-10-15 22:42:29,352] Input to password text box
[2022-10-15 22:42:29,500] Navigate to Dashboard Page
[2022-10-15 22:42:31,255] Hover to Computers
[2022-10-15 22:42:31,446] Click to Notebook to navigate to the page
[2022-10-15 22:42:33,037] Select sort A to Z
[2022-10-15 22:42:33,222] Verify products are sorted from A to Z
[2022-10-15 22:42:33,450] Select sort A to Z
[2022-10-15 22:42:33,550] VVerify products price are sorted from low to high
[2022-10-15 22:45:34,630] Click to login on the header
[2022-10-15 22:45:36,242] Input valid email to Email text box with: null
[2022-10-15 22:45:36,445] Input to password text box
[2022-10-15 22:45:36,605] Navigate to Dashboard Page
[2022-10-15 22:45:38,690] Hover to Computers
[2022-10-15 22:45:38,904] Click to Notebook to navigate to the page
[2022-10-15 22:45:39,688] Select sort A to Z
[2022-10-15 22:45:39,861] Verify products are sorted from A to Z
[2022-10-15 22:45:40,098] Select sort A to Z
[2022-10-15 22:45:40,207] VVerify products price are sorted from low to high
[2022-10-15 22:46:35,920] Click to login on the header
[2022-10-15 22:46:37,487] Input valid email to Email text box with: null
[2022-10-15 22:46:37,675] Input to password text box
[2022-10-15 22:46:37,821] Navigate to Dashboard Page
[2022-10-15 22:46:39,515] Hover to Computers
[2022-10-15 22:46:39,714] Click to Notebook to navigate to the page
[2022-10-15 22:46:40,665] Select sort A to Z
[2022-10-15 22:46:40,826] Verify products are sorted from A to Z
[2022-10-15 22:46:41,067] Select sort A to Z
[2022-10-15 22:46:41,183] VVerify products price are sorted from low to high
[2022-10-15 23:35:19,765] Click to login on the header
[2022-10-15 23:35:21,452] Input valid email to Email text box with: null
[2022-10-15 23:35:21,660] Input to password text box
[2022-10-15 23:35:21,829] Navigate to Dashboard Page
[2022-10-15 23:35:23,725] Hover to Computers
[2022-10-15 23:35:23,936] Click to Notebook to navigate to the page
[2022-10-15 23:35:25,126] Select sort A to Z
[2022-10-15 23:35:25,301] Verify products are sorted from A to Z
[2022-10-15 23:35:25,565] Select sort A to Z
[2022-10-15 23:35:25,668] VVerify products price are sorted from low to high
[2022-10-15 23:37:25,332] Click to login on the header
[2022-10-15 23:37:26,930] Input valid email to Email text box with: null
[2022-10-15 23:37:27,132] Input to password text box
[2022-10-15 23:37:27,282] Navigate to Dashboard Page
[2022-10-15 23:37:29,248] Hover to Computers
[2022-10-15 23:37:29,461] Click to Notebook to navigate to the page
[2022-10-15 23:37:30,573] Select sort A to Z
[2022-10-15 23:37:30,736] Verify products are sorted from A to Z
[2022-10-15 23:37:30,983] Select sort A to Z
[2022-10-15 23:37:31,073] VVerify products price are sorted from low to high
[2022-10-15 23:40:22,953] Click to login on the header
[2022-10-15 23:40:24,602] Input valid email to Email text box with: null
[2022-10-15 23:40:24,832] Input to password text box
[2022-10-15 23:40:25,001] Navigate to Dashboard Page
[2022-10-15 23:40:26,882] Hover to Computers
[2022-10-15 23:40:27,074] Click to Notebook to navigate to the page
[2022-10-15 23:40:28,129] Select sort A to Z
[2022-10-15 23:40:28,288] Verify products are sorted from A to Z
[2022-10-15 23:40:28,519] Select sort A to Z
[2022-10-15 23:40:28,615] VVerify products price are sorted from low to high
[2022-10-15 23:41:58,973] Click to login on the header
[2022-10-15 23:42:02,738] Input valid email to Email text box with: null
[2022-10-15 23:42:02,934] Input to password text box
[2022-10-15 23:42:03,084] Navigate to Dashboard Page
[2022-10-15 23:42:04,769] Hover to Computers
[2022-10-15 23:42:04,959] Click to Notebook to navigate to the page
[2022-10-15 23:42:07,683] Select sort A to Z
[2022-10-15 23:42:07,853] Verify products are sorted from A to Z
[2022-10-15 23:42:08,061] Select sort A to Z
[2022-10-15 23:42:08,178] VVerify products price are sorted from low to high
[2022-10-15 23:43:02,279] Click to login on the header
[2022-10-15 23:43:06,479] Input valid email to Email text box with: null
[2022-10-15 23:43:06,689] Input to password text box
[2022-10-15 23:43:06,854] Navigate to Dashboard Page
[2022-10-15 23:43:08,673] Hover to Computers
[2022-10-15 23:43:08,866] Click to Notebook to navigate to the page
[2022-10-15 23:43:12,096] Select sort A to Z
[2022-10-15 23:43:12,264] Verify products are sorted from A to Z
[2022-10-15 23:43:12,483] Select sort A to Z
[2022-10-15 23:43:12,597] VVerify products price are sorted from low to high
[2022-10-15 23:43:40,846] Click to login on the header
[2022-10-15 23:43:42,525] Input valid email to Email text box with: null
[2022-10-15 23:43:42,711] Input to password text box
[2022-10-15 23:43:42,902] Navigate to Dashboard Page
[2022-10-15 23:43:44,818] Hover to Computers
[2022-10-15 23:43:45,029] Click to Notebook to navigate to the page
[2022-10-15 23:43:46,046] Select sort A to Z
[2022-10-15 23:43:46,228] Verify products are sorted from A to Z
[2022-10-15 23:43:46,498] Select sort A to Z
[2022-10-15 23:43:46,593] VVerify products price are sorted from low to high
[2022-10-15 23:52:21,080] Click to login on the header
[2022-10-15 23:52:22,919] Input valid email to Email text box with: null
[2022-10-15 23:52:23,147] Input to password text box
[2022-10-15 23:52:23,305] Navigate to Dashboard Page
[2022-10-15 23:52:24,966] Hover to Computers
[2022-10-15 23:52:25,156] Click to Notebook to navigate to the page
[2022-10-15 23:52:26,401] Select sort A to Z
[2022-10-15 23:52:26,576] Verify products are sorted from A to Z
[2022-10-15 23:52:26,831] Select sort A to Z
[2022-10-15 23:52:26,965] VVerify products price are sorted from low to high
[2022-10-16 08:28:49,695] Click to login on the header
[2022-10-16 08:28:51,352] Input valid email to Email text box with: null
[2022-10-16 08:28:51,556] Input to password text box
[2022-10-16 08:28:51,719] Navigate to Dashboard Page
[2022-10-16 08:28:53,365] Hover to Computers
[2022-10-16 08:28:53,555] Click to Notebook to navigate to the page
[2022-10-16 08:28:54,510] Select sort A to Z
[2022-10-16 08:28:54,676] Verify products are sorted from A to Z
[2022-10-16 08:28:54,938] Select sort A to Z
[2022-10-16 08:28:55,025] VVerify products price are sorted from low to high
[2022-10-16 08:34:18,435] Click to login on the header
[2022-10-16 08:34:20,199] Input valid email to Email text box with: null
[2022-10-16 08:34:20,411] Input to password text box
[2022-10-16 08:34:20,605] Navigate to Dashboard Page
[2022-10-16 08:34:22,569] Hover to Computers
[2022-10-16 08:34:22,763] Click to Notebook to navigate to the page
[2022-10-16 08:34:23,810] Select sort A to Z
[2022-10-16 08:34:23,981] Verify products are sorted from A to Z
[2022-10-16 08:34:24,218] Select sort A to Z
[2022-10-16 08:34:24,334] VVerify products price are sorted from low to high
[2022-10-16 08:35:01,126] Click to login on the header
[2022-10-16 08:35:02,835] Input valid email to Email text box with: null
[2022-10-16 08:35:03,035] Input to password text box
[2022-10-16 08:35:03,183] Navigate to Dashboard Page
[2022-10-16 08:35:04,881] Hover to Computers
[2022-10-16 08:35:05,083] Click to Notebook to navigate to the page
[2022-10-16 08:35:06,059] Select sort A to Z
[2022-10-16 08:35:06,238] Verify products are sorted from A to Z
[2022-10-16 08:35:06,477] Select sort A to Z
[2022-10-16 08:35:06,594] VVerify products price are sorted from low to high
[2022-10-16 08:37:22,053] Click to login on the header
[2022-10-16 08:37:24,688] Input valid email to Email text box with: null
[2022-10-16 08:37:24,882] Input to password text box
[2022-10-16 08:37:25,042] Navigate to Dashboard Page
[2022-10-16 08:37:27,084] Hover to Computers
[2022-10-16 08:37:27,279] Click to Notebook to navigate to the page
[2022-10-16 08:37:29,728] Select sort A to Z
[2022-10-16 08:37:44,924] Verify products are sorted from A to Z
[2022-10-16 08:37:45,194] Select sort low to high
[2022-10-16 08:38:00,316] VVerify products price are sorted from low to high
[2022-10-16 08:40:12,424] Click to login on the header
[2022-10-16 08:40:14,105] Input valid email to Email text box with: null
[2022-10-16 08:40:14,306] Input to password text box
[2022-10-16 08:40:14,473] Navigate to Dashboard Page
[2022-10-16 08:40:16,383] Hover to Computers
[2022-10-16 08:40:16,589] Click to Notebook to navigate to the page
[2022-10-16 08:40:17,712] Select sort A to Z
[2022-10-16 08:40:21,889] Verify products are sorted from A to Z
[2022-10-16 08:40:22,772] Select sort low to high
[2022-10-16 08:40:26,871] VVerify products price are sorted from low to high
[2022-10-16 08:41:00,334] Click to login on the header
[2022-10-16 08:41:02,370] Input valid email to Email text box with: null
[2022-10-16 08:41:02,578] Input to password text box
[2022-10-16 08:41:02,748] Navigate to Dashboard Page
[2022-10-16 08:41:04,450] Hover to Computers
[2022-10-16 08:41:04,639] Click to Notebook to navigate to the page
[2022-10-16 08:41:06,017] Select sort A to Z
[2022-10-16 08:41:08,191] Verify products are sorted from A to Z
[2022-10-16 08:41:09,012] Select sort low to high
[2022-10-16 08:41:11,108] VVerify products price are sorted from low to high
[2022-10-16 08:52:47,172] Click to login on the header
[2022-10-16 08:52:48,914] Input valid email to Email text box with: null
[2022-10-16 08:52:49,117] Input to password text box
[2022-10-16 08:52:49,300] Navigate to Dashboard Page
[2022-10-16 08:52:50,975] Hover to Computers
[2022-10-16 08:52:51,171] Click to Notebook to navigate to the page
[2022-10-16 08:52:52,293] Select sort A to Z
[2022-10-16 08:52:54,489] Verify products are sorted from A to Z
[2022-10-16 08:52:55,324] Select sort low to high
[2022-10-16 08:52:57,424] VVerify products price are sorted from low to high
[2022-10-16 08:52:57,538] Select sort from high to low
[2022-10-16 08:52:59,629] VVerify products price are sorted from high to low
[2022-10-16 08:55:57,319] Click to login on the header
[2022-10-16 08:55:59,078] Input valid email to Email text box with: null
[2022-10-16 08:55:59,283] Input to password text box
[2022-10-16 08:55:59,445] Navigate to Dashboard Page
[2022-10-16 08:56:01,346] Hover to Computers
[2022-10-16 08:56:01,554] Click to Notebook to navigate to the page
[2022-10-16 08:56:02,610] Select sort A to Z
[2022-10-16 08:56:04,785] Verify products are sorted from A to Z
[2022-10-16 08:56:05,658] Select sort A to Z
[2022-10-16 08:56:07,750] Verify products are sorted from Z to A
[2022-10-16 08:56:08,392] Select sort low to high
[2022-10-16 08:56:10,497] VVerify products price are sorted from low to high
[2022-10-16 08:56:10,603] Select sort from high to low
[2022-10-16 08:56:12,694] VVerify products price are sorted from high to low
[2022-10-16 18:03:04,274] Click to login on the header
[2022-10-16 18:03:07,286] Input valid email to Email text box with: null
[2022-10-16 18:03:07,499] Input to password text box
[2022-10-16 18:03:07,661] Navigate to Dashboard Page
[2022-10-16 18:03:09,365] Hover to Computers
[2022-10-16 18:03:09,580] Click to Notebook to navigate to the page
[2022-10-16 18:03:12,442] Select sort A to Z
[2022-10-16 18:03:14,617] Verify products are sorted from A to Z
[2022-10-16 18:03:15,501] Select sort A to Z
[2022-10-16 18:03:17,597] Verify products are sorted from Z to A
[2022-10-16 18:03:18,183] Select sort low to high
[2022-10-16 18:03:20,275] VVerify products price are sorted from low to high
[2022-10-16 18:03:20,379] Select sort from high to low
[2022-10-16 18:03:22,458] VVerify products price are sorted from high to low
[2022-10-16 18:03:22,546] Select display with 3 products
[2022-10-16 18:03:22,627] Verify there are 3 or less than 3 products are displayed
[2022-10-16 18:04:27,098] Click to login on the header
[2022-10-16 18:04:28,949] Input valid email to Email text box with: null
[2022-10-16 18:04:29,183] Input to password text box
[2022-10-16 18:04:29,358] Navigate to Dashboard Page
[2022-10-16 18:04:30,972] Hover to Computers
[2022-10-16 18:04:31,169] Click to Notebook to navigate to the page
[2022-10-16 18:04:32,241] Select sort A to Z
[2022-10-16 18:04:34,435] Verify products are sorted from A to Z
[2022-10-16 18:04:35,412] Select sort A to Z
[2022-10-16 18:04:37,520] Verify products are sorted from Z to A
[2022-10-16 18:04:38,104] Select sort low to high
[2022-10-16 18:04:40,200] VVerify products price are sorted from low to high
[2022-10-16 18:04:40,300] Select sort from high to low
[2022-10-16 18:04:42,389] VVerify products price are sorted from high to low
[2022-10-16 18:04:42,480] Select display with 3 products
[2022-10-16 18:04:45,560] Verify there are 3 or less than 3 products are displayed
[2022-10-16 18:04:45,595] Verify next button at pagination is displayed
[2022-10-16 18:04:45,638] Click to paging 2
[2022-10-16 18:04:45,761] Verify previous button at pagination is displayed
[2022-10-16 21:19:20,913] Click to login on the header
[2022-10-16 21:19:22,594] Input valid email to Email text box with: null
[2022-10-16 21:19:22,804] Input to password text box
[2022-10-16 21:19:22,973] Navigate to Dashboard Page
[2022-10-16 21:19:24,668] Hover to Computers
[2022-10-16 21:19:24,863] Click to Notebook to navigate to the page
[2022-10-16 21:19:25,976] Select sort A to Z
[2022-10-16 21:19:26,160] Verify products are sorted from A to Z
[2022-10-16 21:19:26,404] Select sort A to Z
[2022-10-16 21:19:26,531] Verify products are sorted from Z to A
[2022-10-16 21:19:27,394] Select sort low to high
[2022-10-16 21:19:27,571] VVerify products price are sorted from low to high
[2022-10-16 21:19:28,000] Select sort from high to low
[2022-10-16 21:19:28,085] VVerify products price are sorted from high to low
[2022-10-16 21:19:28,541] Select display with 3 products
[2022-10-16 21:19:30,655] Verify there are 3 or less than 3 products are displayed
[2022-10-16 21:19:31,051] Select display with 6 products
[2022-10-16 21:19:33,155] Verify there are 6 or less than 6 products are displayed
[2022-10-16 21:19:33,179] Verify next button at pagination is displayed
[2022-10-16 21:19:33,597] Select display with 9 products
[2022-10-16 21:19:35,688] Verify there are 9 or less than 9 products are displayed
[2022-10-16 21:19:35,694] Verify next button at pagination is displayed
[2022-10-16 21:22:45,039] Click to login on the header
[2022-10-16 21:22:47,413] Input valid email to Email text box with: null
[2022-10-16 21:22:47,607] Input to password text box
[2022-10-16 21:22:47,762] Navigate to Dashboard Page
[2022-10-16 21:22:49,727] Hover to Computers
[2022-10-16 21:22:49,927] Click to Notebook to navigate to the page
[2022-10-16 21:22:52,023] Select sort A to Z
[2022-10-16 21:22:52,188] Verify products are sorted from A to Z
[2022-10-16 21:22:52,427] Select sort A to Z
[2022-10-16 21:22:52,545] Verify products are sorted from Z to A
[2022-10-16 21:22:53,138] Select sort low to high
[2022-10-16 21:22:53,578] VVerify products price are sorted from low to high
[2022-10-16 21:22:54,012] Select sort from high to low
[2022-10-16 21:22:54,107] VVerify products price are sorted from high to low
[2022-10-16 21:22:54,564] Select display with 3 products
[2022-10-16 21:22:58,672] Verify there are 3 or less than 3 products are displayed
[2022-10-16 21:22:59,073] Select display with 6 products
[2022-10-16 21:23:03,178] Verify there are 6 or less than 6 products are displayed
[2022-10-16 21:23:03,194] Verify next button at pagination is displayed
[2022-10-16 21:23:03,602] Select display with 9 products
[2022-10-16 21:23:07,700] Verify there are 9 or less than 9 products are displayed
[2022-10-16 21:23:07,722] Verify next button at pagination is displayed
[2022-10-16 21:27:00,829] Click to login on the header
[2022-10-16 21:27:03,154] Input valid email to Email text box with: null
[2022-10-16 21:27:03,343] Input to password text box
[2022-10-16 21:27:03,508] Navigate to Dashboard Page
[2022-10-16 21:27:05,373] Hover to Computers
[2022-10-16 21:27:05,578] Click to Notebook to navigate to the page
[2022-10-16 21:27:07,536] Select sort A to Z
[2022-10-16 21:27:07,696] Verify products are sorted from A to Z
[2022-10-16 21:27:07,930] Select sort A to Z
[2022-10-16 21:27:08,060] Verify products are sorted from Z to A
[2022-10-16 21:27:08,989] Select sort low to high
[2022-10-16 21:27:09,084] VVerify products price are sorted from low to high
[2022-10-16 21:27:09,536] Select sort from high to low
[2022-10-16 21:27:09,623] Verify products price are sorted from high to low
[2022-10-16 21:27:10,078] Select display with 3 products
[2022-10-16 21:27:14,188] Verify there are 3 or less than 3 products are displayed
[2022-10-16 21:27:14,601] Select display with 6 products
[2022-10-16 21:27:18,702] Verify there are 6 or less than 6 products are displayed
[2022-10-16 21:27:18,711] Verify next button at pagination is displayed
[2022-10-16 21:28:19,912] Select display with 9 products
[2022-10-16 21:28:24,016] Verify there are 9 or less than 9 products are displayed
[2022-10-16 21:28:24,023] Verify next button at pagination is displayed
[2022-10-16 21:32:32,658] Click to login on the header
[2022-10-16 21:32:34,374] Input valid email to Email text box with: null
[2022-10-16 21:32:34,575] Input to password text box
[2022-10-16 21:32:34,729] Navigate to Dashboard Page
[2022-10-16 21:32:36,713] Hover to Computers
[2022-10-16 21:32:36,904] Click to Notebook to navigate to the page
[2022-10-16 21:32:37,985] Select sort A to Z
[2022-10-16 21:32:41,185] Verify products are sorted from A to Z
[2022-10-16 21:32:42,055] Select sort A to Z
[2022-10-16 21:32:45,151] Verify products are sorted from Z to A
[2022-10-16 21:32:45,758] Select sort low to high
[2022-10-16 21:32:48,858] VVerify products price are sorted from low to high
[2022-10-16 21:32:48,956] Select sort from high to low
[2022-10-16 21:32:52,042] Verify products price are sorted from high to low
[2022-10-16 21:32:52,135] Select display with 3 products
[2022-10-16 21:32:56,251] Verify there are 3 or less than 3 products are displayed
[2022-10-16 21:32:56,677] Select display with 6 products
[2022-10-16 21:33:00,769] Verify there are 6 or less than 6 products are displayed
[2022-10-16 21:33:00,781] Verify next button at pagination is displayed
[2022-10-16 21:33:46,934] Select display with 9 products
[2022-10-16 21:33:51,052] Verify there are 9 or less than 9 products are displayed
[2022-10-16 21:33:51,060] Verify next button at pagination is displayed
[2022-10-16 21:37:07,055] Click to login on the header
[2022-10-16 21:37:10,721] Input valid email to Email text box with: null
[2022-10-16 21:37:10,925] Input to password text box
[2022-10-16 21:37:11,088] Navigate to Dashboard Page
[2022-10-16 21:37:12,998] Hover to Computers
[2022-10-16 21:37:13,197] Click to Notebook to navigate to the page
[2022-10-16 21:37:16,155] Select sort A to Z
[2022-10-16 21:37:19,341] Verify products are sorted from A to Z
[2022-10-16 21:37:20,250] Select sort A to Z
[2022-10-16 21:37:23,347] Verify products are sorted from Z to A
[2022-10-16 21:37:23,924] Select sort low to high
[2022-10-16 21:37:27,016] VVerify products price are sorted from low to high
[2022-10-16 21:37:27,114] Select sort from high to low
[2022-10-16 21:37:30,198] Verify products price are sorted from high to low
[2022-10-16 21:37:30,300] Select display with 3 products
[2022-10-16 21:37:33,390] Verify there are 3 or less than 3 products are displayed
[2022-10-16 21:37:33,426] Verify next button at pagination is displayed
[2022-10-16 21:37:44,180] Select display with 6 products
[2022-10-16 21:37:47,264] Verify there are 6 or less than 6 products are displayed
[2022-10-16 21:37:47,288] Verify next button at pagination is displayed
[2022-10-16 21:38:27,405] Verify previous button at pagination is displayed
[2022-10-16 21:39:07,558] Select display with 9 products
[2022-10-16 21:39:10,664] Verify there are 9 or less than 9 products are displayed
[2022-10-16 21:39:10,676] Verify next button at pagination is displayed
[2022-10-16 21:39:50,750] Verify previous button at pagination is displayed
[2022-10-16 21:41:42,029] Click to login on the header
[2022-10-16 21:41:43,860] Input valid email to Email text box with: null
[2022-10-16 21:41:44,087] Input to password text box
[2022-10-16 21:41:44,268] Navigate to Dashboard Page
[2022-10-16 21:41:46,248] Hover to Computers
[2022-10-16 21:41:46,452] Click to Notebook to navigate to the page
[2022-10-16 21:41:47,486] Select sort A to Z
[2022-10-16 21:41:50,674] Verify products are sorted from A to Z
[2022-10-16 21:41:51,517] Select sort A to Z
[2022-10-16 21:41:54,613] Verify products are sorted from Z to A
[2022-10-16 21:41:55,235] Select sort low to high
[2022-10-16 21:41:58,332] VVerify products price are sorted from low to high
[2022-10-16 21:41:58,426] Select sort from high to low
[2022-10-16 21:42:01,500] Verify products price are sorted from high to low
[2022-10-16 21:42:01,586] Select display with 3 products
[2022-10-16 21:42:04,675] Verify there are 3 or less than 3 products are displayed
[2022-10-16 21:42:04,697] Verify next button at pagination is displayed
[2022-10-16 21:42:04,734] Click to paging 2
[2022-10-16 21:42:04,852] Verify previous button at pagination is displayed
[2022-10-16 21:42:05,240] Select display with 6 products
[2022-10-16 21:42:08,365] Verify there are 6 or less than 6 products are displayed
[2022-10-16 21:42:08,406] Verify next button at pagination is displayed
[2022-10-16 21:42:48,576] Verify previous button at pagination is displayed
[2022-10-16 21:43:28,692] Select display with 9 products
[2022-10-16 21:43:31,794] Verify there are 9 or less than 9 products are displayed
[2022-10-16 21:43:31,810] Verify next button at pagination is displayed
[2022-10-16 21:44:11,900] Verify previous button at pagination is displayed
[2022-10-16 21:45:21,909] Click to login on the header
[2022-10-16 21:45:22,092] Input valid email to Email text box with: null
[2022-10-16 21:45:23,199] Input to password text box
[2022-10-16 21:45:23,305] Navigate to Dashboard Page
[2022-10-16 21:45:24,192] Hover to Computers
[2022-10-16 21:45:24,360] Click to Notebook to navigate to the page
[2022-10-16 21:45:24,489] Select sort A to Z
[2022-10-16 21:45:28,555] Verify products are sorted from A to Z
[2022-10-16 21:45:28,847] Select sort A to Z
[2022-10-16 21:45:31,940] Verify products are sorted from Z to A
[2022-10-16 21:45:32,260] Select sort low to high
[2022-10-16 21:45:35,351] VVerify products price are sorted from low to high
[2022-10-16 21:45:35,460] Select sort from high to low
[2022-10-16 21:45:38,598] Verify products price are sorted from high to low
[2022-10-16 21:45:38,722] Select display with 3 products
[2022-10-16 21:45:41,832] Verify there are 3 or less than 3 products are displayed
[2022-10-16 21:45:41,896] Verify next button at pagination is displayed
[2022-10-16 21:45:41,946] Click to paging 2
[2022-10-16 21:45:42,029] Verify previous button at pagination is displayed
